用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
D2429E068DED0E1D909ECD5528EFB4E1,男,47,天津,公众客户,63,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,2324.273651,150.509045,443.56,24.04,15.24,8.8,0,123.52,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
D26237D6EF6FE1467FB05E89BFE37BC0,男,33,邯郸,公众客户,6,频繁换机型,,0,,1,自有渠道,555.597806,0,66.75,32.2,31.8,0.1,0.4,8.55,否,本地套餐,4G本地套餐-26元套餐
A1F33E7D933E5E8DA400130C974B011A,男,34,石家庄,公众客户,1,频繁换机型,华为,4G,ANDROID 5.1,2,社会渠道,26.36361,0,18.2,0.4,0.3,0.1,0.1,7.8,否,4G本地语音套餐,4G本地语音套餐-10元套餐
A2CF891083C636F5C97283E4C83C4FE1,女,33,北京,公众客户,1,频繁换机型,三星,2G,ANDROID 4.3,1,自有渠道,53.22711,4.735954,49.5,2.1,1.5,0.6,0.6,7.4,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
A4082BD8ED45C54AD0AADFE7A455C11A,女,53,天津,公众客户,114,频繁换机型,小米,4G,ANDROID 4.3,1,自有渠道,324.427618,27.300198,98.85,13.4,8.4,5,0,39.45,否,本地套餐,4G本地套餐-46元套餐（全国）
A594BC298C339CC5AE0CB5EE1EBEAE39,男,31,北京,公众客户,69,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,2467.777205,0,167.77,70.3,60,10,0.3,2.6,是,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
A601D307ADBE24DF3CA03CEB13ACF2FD,男,28,北京,公众客户,41,频繁换机型,苹果,4G,IOS,2,社会渠道,1400.407116,260.68585,333.78,54.22,51.3,2.92,2.4,30.56,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
A7A189136DF97D306D743F4EF5D6638F,男,46,廊坊,公众客户,164,频繁换机型,魅族,4G,ANDROID 5.1.0,2,社会渠道,374.983816,0.117758,38,1,0.3,0.7,0.7,1,否,省内流量套餐,20元450MB省内流量套餐
A7E893A611F4EFBB6E0EAB940DF500BA,女,31,石家庄,公众客户,3,频繁换机型,联想,3G,ANDROID,2,社会渠道,3.913493,0,16.05,1.4,1.2,0.2,0.2,4.65,否,4G本地语音套餐,4G本地语音套餐-10元套餐
A885339828C2AA0305752E9D63DAA60E,男,28,保定,公众客户,5,频繁换机型,乐视,4G,ANDROID,1,自有渠道,1004.525139,0,53.3,43.4,43.2,0.2,0.2,3.9,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
A8ED9E7A408171E3290DE33E0BADB9B2,男,60,石家庄,公众客户,168,频繁换机型,金立,2G,ANDROID 2.3.6,1,自有渠道,1.72485,1.390266,13.7,2.9,0.6,2.3,2.3,0.8,否,4G本地语音套餐,4G本地语音套餐-10元套餐
A8F7C2686E3EF073DC49302671B421A1,女,24,石家庄,公众客户,11,频繁换机型,苹果,3G,IOS,1,自有渠道,1028.694065,37.810987,58.9,11.35,11.4,3.6,0,11.55,否,本地套餐,4G本地套餐-36元套餐
AA61787B0212BDB48A197AB4E759785B,女,61,天津,公众客户,109,频繁换机型,三星,4G,ANDROID 4.4.4,1,自有渠道,56.874931,51.87568,101.25,10.1,15.6,3,0,21.15,否,本地套餐,4G本地套餐-70元套餐
D2A41CD9C35D04BF592CA629734EB768,男,20,北京,公众客户,15,频繁换机型,金立,4G,ANDROID,1,自有渠道,973.590911,2.031772,47.5,3.3,66.6,2.1,2.1,4.2,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
D2B8344BD40649DD8643C247640EBF19,男,49,天津,公众客户,1,频繁换机型,联想,4G,ANDROID,2,社会渠道,617.969412,28.729658,9.55,9.4,8.7,0.7,0.7,0.15,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D378AEBE041C2CD716B7FBD99C932BE4,男,59,秦皇岛,公众客户,3,频繁换机型,联想,2G,ANDROID,2,社会渠道,2.753182,0,49.15,22.7,0.3,22.4,22.4,6.45,否,4G本地语音套餐,4G本地语音套餐-20元套餐
D44757FCC81F682432D14B5FDFDB1214,男,25,北京,公众客户,6,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,849.89058,33.608209,65.6,40.6,24.9,15.5,15.7,15,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
D478197E7EA4D6291E930AD19F6C04DF,男,32,天津,公众客户,124,频繁换机型,维沃,2G,ANDROID,1,自有渠道,4.659533,0,55.55,4.5,1.5,3,0,25.05,否,4G本地语音套餐,4G本地语音套餐-26元套餐
D4A72F33F7CBD5947DE5A2ED2C745F48,女,27,天津,公众客户,32,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,8495.022102,7991.922224,567.57,99.5,60.3,0.2,0,279.2,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
D4E0F3833610EC263B903A94D352E1B1,男,43,秦皇岛,公众客户,76,频繁换机型,金立,4G,ANDROID,2,社会渠道,2716.376285,176.221525,210.59,144.7,120,24.7,24.7,20.7,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
D503870C572B32B2627AFC079F428C25,女,22,北京,公众客户,54,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,609.018297,459.40451,50.5,11.6,11.4,0.2,0.2,0.9,是,国内流量套餐,20元300MB国内流量套餐
D6BD3DD19FF02C8698C0081CF4D550AB,女,41,唐山,公众客户,10,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,1215.095725,0,61.3,34.1,28.8,5.3,5.3,1.2,否,本地套餐,4G本地套餐-26元套餐
D76AF6EB17143EBF22E6FA4779393422,女,34,北京,公众客户,62,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1723.958455,43.532425,113.28,1.82,1.5,1.82,0,0.96,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
604C71E09DC751F806ECE4597A56E11D,无法区分,,北京,集团-中小企,6,频繁换机型,小米,4G,ANDROID 4.4.4,1,自有渠道,0.010252,0.003001,588.7,1.5,0.3,1.2,1.2,547.2,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
60F6AEFA160053595114D0AAE4EFC19C,女,28,北京,公众客户,6,频繁换机型,华为,4G,ANDROID 5.0,1,自有渠道,1388.347313,995.669951,103.7,91.9,60,31.9,31.9,1.8,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
61440ACD846F5ADE1A80DC40B3264DF0,男,35,天津,公众客户,18,频繁换机型,小米,2G,ANDROID 4.4.4,2,社会渠道,696.306417,0,26.45,0,3.6,0.1,0,0.45,否,本地套餐,4G本地套餐-26元套餐
6199F606424A33410A93A0BEC99EB691,女,27,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,969.86256,812.556094,519.32,0.52,15,0.52,0,28.8,是,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
627EE8C91A50274B300711B9F8917DED,男,24,廊坊,公众客户,9,频繁换机型,小米,2G,ANDROID 4.4.2,2,社会渠道,2.511509,2.511509,38.5,1.1,0.9,0.2,0.2,1.4,否,4G本地语音套餐,4G本地语音套餐-36元套餐（冀）
62998FCD35A28CE178B8FA873C2A9FD6,女,37,天津,公众客户,28,频繁换机型,华为,4G,ANDROID 5.0.2,1,自有渠道,1204.683978,210.147458,109.65,11.3,6.3,5,0,10.95,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
63238E0CD3DB182269499A392021670B,女,32,保定,公众客户,31,频繁换机型,欧珀,2G,ANDROID,2,社会渠道,3.277646,0,25.85,5.8,0.3,5.3,5.5,10.05,否,4G本地语音套餐,4G本地语音套餐-10元套餐
648AECBC89BB4664E136D108CA6C7146,女,19,天津,公众客户,1,频繁换机型,华为,4G,ANDROID 5.0.2,2,社会渠道,173.925811,173.925811,57.5,52.4,52.2,0.2,0.2,5.1,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
64B71297E1B5D575208D34EA9D49911D,男,60,保定,公众客户,35,频繁换机型,华为,4G,ANDROID 4.4,2,社会渠道,2.107857,1.618564,14.6,0.7,0.6,0.1,0.1,3.9,否,4G本地语音套餐,4G本地语音套餐-10元套餐
6528B9D1D3E02618AE0BA83BC8ADA7F0,女,49,邯郸,公众客户,13,频繁换机型,小米,3G,ANDROID 4.3,1,自有渠道,468.433789,0.030751,27.9,0.4,0.3,0.1,0.1,1.5,否,本地套餐,4G本地套餐-26元套餐
657B3969A6F2DFEC0D2190291CE3A5EB,男,32,北京,公众客户,50,频繁换机型,华为,4G,ANDROID 6.0,1,自有渠道,2499.141202,1395.220915,35.48,0.52,15,0.78,0,2.96,否,国内流量套餐,10元100MB国内流量套餐
68B81C401087888705B9C4B78753387F,男,36,天津,公众客户,49,频繁换机型,,0,,2,社会渠道,104.6401,0,28.26,15.3,0.3,15,0,1.65,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
6A43933A27094370C21DC2A8B5E90063,女,25,天津,公众客户,54,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,2414.021794,0.007474,216.2,70,60,10,0,40.2,是,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
6AED848FD8E85782233BAC76FD8D0C0D,男,28,天津,公众客户,63,频繁换机型,魅族,4G,ANDROID 4.4.4,2,社会渠道,2215.101028,0.381234,35.13,0.32,0.3,0.1,0,1.44,否,4G本地语音套餐,4G本地语音套餐-26元套餐
6CC8E5390B2AA0A8987E7A88F391CDA0,女,34,保定,公众客户,2,频繁换机型,华为,4G,ANDROID 4.4,1,自有渠道,88.622439,0,8.07,7.64,8.9,0.1,0.08,0.43,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
6D1B5DC7866D3E4245EC8C36894A0CEB,女,20,北京,公众客户,33,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,1061.547801,42.470172,75.6,23.2,13.2,10,0,11.4,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
6D3A38D061E006C45B097F7F6F1DDADB,男,26,北京,公众客户,1,频繁换机型,三星,4G,ANDROID 4.3,1,自有渠道,85.750793,0,29.55,26.4,25.8,0.6,0.6,3.15,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
6D7E5140A8BA369C14CF2EF451B5D80C,男,53,衡水,公众客户,1,频繁换机型,维沃,2G,ANDROID,2,社会渠道,546.927845,0,70.85,61.7,60,0.2,0.2,9.15,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
6E11180D34FDE0DD5C1F9BC91FBD09C2,男,28,北京,公众客户,95,频繁换机型,苹果,3G,IOS,2,社会渠道,563.357677,65.803525,112.6,49.8,19.8,30,0,21.8,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
6E50BF5DEF8F9A1BC0CCC2931D604F18,男,23,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,8.897638,8.897638,3.5,3.2,2.7,0.5,0.5,0.3,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
28F5CB72691467B18E1D92DA4638104B,男,29,天津,公众客户,13,频繁换机型,小米,2G,ANDROID 4.4.4,1,自有渠道,2.788115,0,7.31,0.32,0.3,0.1,0,0.6,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
29B81E6CE1D246164639A7B80AD3F67D,男,21,衡水,公众客户,4,频繁换机型,三星,3G,ANDROID,2,社会渠道,4.192432,4.192432,18.7,1.7,1.5,0.2,0.2,7,否,4G本地语音套餐,4G本地语音套餐-10元套餐
2C1E628B43961BDED351107EC4023F69,女,24,北京,公众客户,2,频繁换机型,乐视,4G,ANDROID,1,自有渠道,28.959532,21.780736,58.4,8,6.6,1.4,1.4,0.4,是,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
2ACBBCA8E3DC670D019C36A5B6D7F2AB,女,37,沧州,公众客户,1,频繁换机型,维沃,4G,ANDROID,1,自有渠道,87.98889,0,25.4,24.2,24,0.2,0.2,1.2,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
657C710E7713A718FED7580A96493059,男,53,北京,公众客户,55,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,68.131189,68.131189,191.38,6.5,85,9.1,0,33.6,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
663A96934C795027AAC3C3D82671E132,男,,保定,公众客户,75,频繁换机型,苹果,3G,IOS 6.0,1,自有渠道,4.716443,0,21.55,3.6,1.5,1.8,2.1,7.95,否,4G本地语音套餐,4G本地语音套餐-10元套餐
66799D740570C110294C0CD51CDDD03F,女,25,邢台,公众客户,1,频繁换机型,维沃,2G,ANDROID,1,自有渠道,1.024314,0,5.85,0.27,0.2,0.1,0.09,1.08,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
66815A37767728D9EBB3237A2240CE97,男,20,北京,公众客户,1,频繁换机型,诺基亚,3G,,1,自有渠道,0.691143,0,9.8,0.4,0.3,0.1,0.1,9.4,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
674EA701BE47108CCCBF0DECC69381D7,男,32,北京,公众客户,53,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,2227.777199,2227.777199,135.55,39,38.4,0.2,0.2,2.55,是,国内流量套餐,90元2GB国内流量套餐
67750033A9DA587FA30C90BE0666BD56,女,42,沧州,公众客户,30,频繁换机型,华为,2G,ANDROID 4.2.2,2,社会渠道,12.348956,2.973465,24.2,4,3.6,0.1,0.4,0.2,否,4G本地语音套餐,4G本地语音套餐-20元套餐
677C8193C86CDC08132E2FD91D58EA43,男,26,天津,公众客户,45,频繁换机型,魅族,4G,ANDROID 4.4.2,2,社会渠道,17274.33404,0,116.37,33.6,15.6,3,0,16.95,否,国内流量套餐,10元100MB国内流量套餐
67CA061D6A7F2109264E4F27D1A6B4F5,女,19,天津,公众客户,14,频繁换机型,欧珀,2G,ANDROID 4.2.1,2,社会渠道,74.267639,66.220582,71.15,20.2,20.1,0.1,0,10.95,否,本地套餐,4G本地套餐-40元套餐（京津）
68495927EE3945C1C83C492CED36EC85,女,40,天津,公众客户,13,频繁换机型,魅族,4G,ANDROID 4.4.4,2,社会渠道,626.786165,39.00529,61.85,11.8,11.7,0.1,0,10.05,否,本地套餐,4G本地套餐-40元套餐（京津）
68598C89CB8DA3AAE491CDB4A3DD2BD1,男,23,保定,公众客户,1,频繁换机型,三星,2G,ANDROID 4.4.4,1,自有渠道,30.919915,0,148.2,24.6,9.3,14,14.1,123.6,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
687B8C555D41AF5E1DC1E66EE1DDB3BB,男,30,邢台,公众客户,21,频繁换机型,维沃,4G,ANDROID,2,社会渠道,149.65415,42.666854,107.8,14.8,12.9,1.9,1.9,77,否,本地套餐,4G本地套餐-16元套餐
697F7543289E40884A4ADEE3F2F91CC8,女,34,北京,公众客户,68,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,5124.950851,0,111.69,69.1,59.1,10,0,2.3,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
69E238F2FC6271475B48B80425BC82F3,女,34,北京,公众客户,66,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,4143.548661,0.319811,342.93,73.12,72.6,0.52,0,132.81,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
69F1037FD2D84B6796536FFAF3C58800,男,47,沧州,公众客户,42,频繁换机型,微软,2G,,1,自有渠道,0.001663,0,48.9,8.6,0.3,8.3,8.3,30.3,否,4G本地语音套餐,4G本地语音套餐-10元套餐
6B99368D017EBB7E758CE0769C84E060,男,43,天津,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,18.754361,0,6.3,6,5.7,0.3,0.3,0.3,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
6B99653F7B57B8F72939BECE9403CADC,女,18,天津,公众客户,14,频繁换机型,维卡,2G,ANDROID 4.4.4,1,自有渠道,3255.678321,0,113.2,32.6,12.6,20,0,0.75,否,本地套餐,4G本地套餐-26元套餐
6C1E3F26866C9A8089942A168EFDCCAA,女,28,天津,公众客户,12,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1743.82888,0,131.23,33.23,36.3,8,0,23.06,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
6C5C453499158C1C71F573ACF1CC331E,男,57,天津,公众客户,170,频繁换机型,小米,2G,ANDROID 4.4.4,1,自有渠道,0.006235,0,55.1,13.3,0.3,3,0,31.8,否,4G本地迁转套餐,4G本地迁转套餐-10元套餐（津）
2D0ACE9E553A0B644AB653066244130A,男,45,保定,公众客户,171,频繁换机型,魅族,4G,ANDROID 5.1.0,2,社会渠道,272.752157,29.313048,119.05,11.3,1.8,9.5,9.5,81.75,否,本地套餐,4G本地套餐-16元套餐
2DFD70D406D1F89D01713DFC5C5B3DFD,女,39,天津,公众客户,1,频繁换机型,苹果,4G,IOS,2,社会渠道,277.021617,100.409481,38.8,31,30.3,0.7,0.7,7.8,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
2E050A34BC316EC57DB9BCA68B9D14C9,女,41,天津,公众客户,15,频繁换机型,酷派,2G,ANDROID,2,社会渠道,67.428596,63.569228,62.75,27.2,19.2,8,0,9.55,否,本地套餐,4G本地套餐-26元套餐
2FE515E6150B0E4B0EA0BB11F3B62DAA,女,44,石家庄,公众客户,39,频繁换机型,奥珀,4G,ANDROID,2,社会渠道,16.816358,0,119.7,5.9,5.1,0.8,0.8,103.8,否,4G本地语音套餐,4G本地语音套餐-10元套餐
3115D688F53ACAE4548CEF59C3F58832,女,16,承德,公众客户,3,频繁换机型,长虹,2G,ANDROID,2,社会渠道,567.399835,0,61.8,9,6,3,3,16.8,否,本地套餐,4G本地套餐-26元套餐
633E0D895562B3B7EC8899A3D83EDF47,男,58,石家庄,公众客户,89,频繁换机型,菠萝,2G,,2,社会渠道,0.264937,0.176691,50.35,0,0.3,0.2,0,33.3,否,4G本地语音套餐,4G本地语音套餐-26元套餐（冀）
A218B99AF02CBEF5EAB0B3CC7F5EBC98,男,17,沧州,公众客户,9,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,464.312853,246.923531,52.5,13.9,13.5,0.4,0.4,12.6,是,本地套餐,4G本地套餐-26元套餐
A27B07B06BC886A95217AAFFE31DDA91,男,65,保定,公众客户,68,频繁换机型,小米,0,ANDROID 4.1.1,1,自有渠道,382.858409,0,49.3,5.6,4.6,1,1,5.7,否,国内流量套餐,20元300MB国内流量套餐
A29E6771F0E5DFC10927936B14242D07,男,23,天津,公众客户,19,频繁换机型,苹果,3G,IOS 7.0,2,社会渠道,1224.487235,700.217048,312.55,214.4,210.3,2,0,68.15,否,校园专属-小区A套餐,校园专属-沃派30元A套餐（校园）
A2F27477278F285782C15C26436BD021,女,36,石家庄,公众客户,64,频繁换机型,小米,4G,ANDROID 4.4.2,2,社会渠道,175.965916,0,48.15,2,8.4,0.3,0,20.15,否,4G本地语音套餐,4G本地语音套餐-26元套餐（冀）
A5894D9CCC75BFEE2E4D7E1641BB6AFD,女,34,石家庄,公众客户,4,频繁换机型,首云,4G,ANDROID 5.1,2,社会渠道,17.6036,0,21.55,5.7,5.4,0.3,0.3,5.85,否,4G本地语音套餐,4G本地语音套餐-10元套餐
A58DD9642EF2244216C7A8ABEA4DECCE,男,22,天津,公众客户,32,频繁换机型,苹果,3G,IOS,2,社会渠道,1593.363739,26.141375,103.13,10.5,10.2,0.3,0,27.15,否,省内流量套餐,10元150MB省内流量套餐
A5CC2B69B75582D217D8E9EDCDA4A27C,男,25,天津,公众客户,1,频繁换机型,三星,4G,ANDROID 4.4.2,2,社会渠道,823.535543,10.803759,4.15,3.7,3.3,0.3,0.4,0.45,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
A63C006785D182B2A412D72C14444126,女,29,天津,公众客户,11,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,2790.581863,0,107.2,76.9,76.5,0.4,0.4,24.3,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
A67151A3EC0750CD93ACA99EA6BC6BC8,男,19,邯郸,公众客户,7,频繁换机型,三星,3G,ANDROID 4.2.2,2,社会渠道,3782.050096,0,86.4,46.8,31.8,1,1,3.6,否,本地套餐,4G本地套餐-36元套餐
A6D900AF9987018DC26BC5956F0DF9A9,男,27,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,489.595305,0,152.2,147.4,147,0.4,0.4,4.8,否,省内流量套餐,60元1.5GB省内流量套餐
A97B0E172C18B33A98079E2D4C04B38F,男,36,天津,公众客户,133,频繁换机型,,0,,1,自有渠道,114.443447,14.047418,52.75,24.5,4.5,20,0,2.25,否,本地套餐,4G本地套餐-26元套餐
A9A150CB320DD19DD808302E57DDEA0B,男,33,廊坊,公众客户,2,频繁换机型,三星,3G,ANDROID 4.3,1,自有渠道,77.582902,0,24.8,12.2,7.8,0.1,0.09,12.6,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
AA0BB0B7887A4D7FD003D3EC76A1DB9B,女,24,天津,公众客户,45,频繁换机型,苹果,4G,IOS,2,社会渠道,323.712175,74.943708,66.7,22.2,22.5,0.1,0,4.5,否,本地套餐,4G本地套餐-40元套餐（京津）
ABA40FC735BFFC8952C2047BE98F8914,男,25,北京,公众客户,70,频繁换机型,三星,3G,ANDROID 4.1.1,1,自有渠道,368.029763,0,20.85,10.1,9.9,0.2,0.2,0.75,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
ACAC63520B74BFE16F94F305AE2B96EA,男,44,衡水,公众客户,28,频繁换机型,小米,4G,ANDROID 5.0,1,自有渠道,104.25944,70.649823,33.05,2.6,1,1.5,1.6,0.45,否,国内流量套餐,10元100MB国内流量套餐
AD0F565C50D10B03C8658378177C1A42,男,21,保定,公众客户,3,频繁换机型,魅族,3G,ANDROID 4,2,社会渠道,329.54774,0,118.25,57.4,54,3.4,3.4,44.85,是,本地套餐,4G本地套餐-16元套餐
AD2560750055BEB52006F3FEF2C83025,男,47,承德,公众客户,2,频繁换机型,小米,0,ANDROID 4.1.1,2,社会渠道,110.996331,5.027869,177,13.5,11.4,2.1,2.4,127.5,是,4G本地语音套餐,4G本地语音套餐-16元套餐
AEC8E9A6A0E1809B2A68BB4789715B99,男,44,天津,公众客户,104,频繁换机型,三星,3G,ANDROID 4.1.1,1,自有渠道,565.255142,61.738307,52.9,18.6,18.6,5.1,0,8.3,否,本地套餐,4G本地套餐-26元套餐
AFA70DCA40A3721DEE82D531F5003C0B,男,49,天津,公众客户,57,频繁换机型,小米,4G,ANDROID 5.1.1,2,社会渠道,497.661597,0.000551,56.86,15,0.3,0.4,0,31.62,否,本地套餐,4G本地套餐-26元套餐
B19BA75B3B6A301381055445B0ECA046,男,30,天津,公众客户,39,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,1179.571526,297.177288,142.25,11.8,12,0.2,0.6,60.45,否,国内流量套餐,10元100MB国内流量套餐
B20F524E0A4DA5C6D9717EDD61175761,女,49,沧州,公众客户,4,频繁换机型,,0,,2,社会渠道,0.016907,0,37.8,0.8,0.3,0.5,0.5,27,否,4G本地语音套餐,4G本地语音套餐-10元套餐
B2B55962D20BFFDEA71E1C4128E9A59A,男,59,张家口,公众客户,36,频繁换机型,诺基亚,3G,WINDOWS PHONE,2,社会渠道,0.000516,0,86.55,20,0.3,19.6,19.7,56.55,否,4G本地语音套餐,4G本地语音套餐-10元套餐
B2D25CE15E712F41EBEBB8CCA4D0BCDB,男,33,天津,公众客户,19,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1098.275689,103.777937,162.68,50.4,60,3,0,27.48,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
2C9FEC8942C9E7BDA87B4E4A2B1DB985,无法区分,,天津,集团-大客户,41,频繁换机型,,4G,,1,自有渠道,80.71715,41.626472,28.3,17.3,12.3,5,0,3,是,省内流量套餐,10元150MB省内流量套餐
