,用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
680,3462C4B8239F1606E5E6FE6C45A8FE1F,女,54.0,天津,公众客户,17,频繁换机型,苹果,4G,IOS 7.0,1.0,自有渠道,3516.595514,0.0,188.48,47.4,47.4,3.0,0.0,56.1,是,本地套餐,4G本地套餐-40元套餐（京津）
681,34B4C6385EB096107A5236E2558E237E,男,20.0,北京,公众客户,4,频繁换机型,苹果,3G,IOS 7.0,1.0,自有渠道,569.319113,1.449368,72.7,11.2,1.2,10.0,0.0,25.5,是,省内流量套餐,20元450MB省内流量套餐
682,34DA2E94C58BD4D817BA6E51A326957A,男,29.0,北京,公众客户,50,频繁换机型,华为,4G,ANDROID 4.4.2,1.0,自有渠道,1385.178612,45.331159,140.45,29.5,2.4,26.7,27.1,100.95,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
683,00C6A4A8786CF117EB56DB8F2B9AB572,男,27.0,天津,公众客户,6,频繁换机型,小米,4G,ANDROID 5.0.2,2.0,社会渠道,1868.37137,0.0,63.9,19.2,19.5,3.0,0.0,4.7,否,本地套餐,4G本地套餐-40元套餐（京津）
684,00C9334A60BC2C82597A6704C1380DBF,女,53.0,天津,公众客户,27,频繁换机型,小米,2G,ANDROID 4.4.4,2.0,社会渠道,474.821621,0.0,75.75,17.5,7.5,10.0,0.0,32.25,否,本地套餐,4G本地套餐-26元套餐
685,01CDA13122989D0A977B54464987FB34,男,34.0,北京,公众客户,65,频繁换机型,苹果,4G,IOS 7.0,1.0,自有渠道,135.044113,0.0,68.9,37.0,7.0,30.0,0.0,17.9,否,国内流量套餐,10元100MB国内流量套餐
686,033ECFE1305CB9D1D71954746F00133B,男,18.0,北京,公众客户,28,频繁换机型,乐视,4G,ANDROID,2.0,社会渠道,4654.61662,96.236985,141.7,97.9,36.9,10.0,0.0,7.8,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
688,0346D0CE87077EA3CEC4F8F63B77BF00,男,21.0,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,701.160142,701.160142,228.2,211.0,210.6,0.1,0.1,17.2,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
689,03CD3E3EF5DF93A45C91FDB0259A52C3,女,48.0,天津,公众客户,80,频繁换机型,维沃,4G,ANDROID,1.0,自有渠道,722.325489,0.0,109.13,40.5,29.4,11.1,11.0,30.0,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
690,03D3D5DC5FE8333F79B3BDA11EA1E788,男,28.0,北京,公众客户,29,频繁换机型,小米,4G,ANDROID 4.4.4,1.0,自有渠道,839.612803,6.736676,74.66,0.26,10.0,0.26,0.0,5.4,否,国内流量套餐,60元1GB国内流量套餐
691,03E4D628D831FBCA8CDC555B95E25072,男,52.0,石家庄,公众客户,164,频繁换机型,华为,4G,ANDROID 5.0,1.0,自有渠道,181.693606,0.0,37.25,13.0,9.6,0.4,0.4,8.25,否,本地套餐,4G本地套餐-16元套餐
692,04D437F2CA3E79FA8D8A269F3EA4AC84,男,52.0,北京,公众客户,5,频繁换机型,华为,4G,ANDROID 6.0,2.0,社会渠道,1339.583967,315.613004,2309.76,1042.13,1033.17,8.96,7.2,1141.63,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
693,058BB7944A4C58ACF1C2CE84EEC54E0D,女,27.0,廊坊,公众客户,9,频繁换机型,乐视,4G,ANDROID,2.0,社会渠道,1186.900374,0.0,152.25,131.1,131.1,0.8,0.0,21.15,否,本地套餐,4G本地套餐-26元套餐
694,062748B1E207D6D82F639242B270342F,女,37.0,石家庄,公众客户,33,频繁换机型,宏达,4G,ANDROID,2.0,社会渠道,1487.72175,266.112957,160.29,5.3,3.0,2.3,2.3,31.5,否,国内流量套餐,60元1GB国内流量套餐
695,073DA15FD8347CB512FF10A7DE45263A,男,26.0,天津,公众客户,104,频繁换机型,华为,4G,ANDROID,2.0,社会渠道,2709.34991,2.189689,95.32,4.1,0.9,3.2,0.0,17.8,否,校园专属-沃派,4G校园套餐-沃派60元套餐
696,086340F6727459BF3940B986486E58FE,女,26.0,张家口,公众客户,37,频繁换机型,小米,2G,ANDROID 4.4.4,2.0,社会渠道,4.450648,4.450648,58.05,2.3,1.5,0.8,0.8,39.75,否,本地套餐,4G本地套餐-16元套餐
697,0936A5D8853142B598DE724B1D2C8AA6,男,17.0,石家庄,公众客户,7,频繁换机型,小米,4G,ANDROID 5.0.2,2.0,社会渠道,990.11978,0.0,65.7,11.0,10.8,0.2,0.2,8.7,否,本地套餐,4G本地套餐-36元套餐
698,094197EFC0ABB47C120571AAE6E17163,女,25.0,天津,公众客户,69,频繁换机型,苹果,3G,IOS 6.0,1.0,自有渠道,218.005236,0.0,34.78,1.7,1.5,0.2,0.0,8.1,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
701,0A7D662E7C67C12517C722975B7E06E0,男,38.0,天津,公众客户,15,频繁换机型,三星,3G,ANDROID 4.1,2.0,社会渠道,525.788401,8.569658,31.65,0.0,2.7,5.0,0.0,5.65,是,本地套餐,4G本地套餐-26元套餐
703,0D08BAE2D6CEC16FD1E1977AE893CC51,男,49.0,北京,公众客户,8,频繁换机型,海尔,2G,ANDROID 4.2.1,1.0,自有渠道,321.76486,321.76486,27.9,10.7,9.9,0.8,0.8,7.2,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
705,0D8B3EB233E70BB88CC2E72A7370E02C,男,26.0,天津,公众客户,28,频繁换机型,小米,3G,ANDROID 4.3,2.0,社会渠道,189.464878,6.06186,43.75,2.3,2.1,0.2,0.0,15.45,是,本地套餐,4G本地套餐-26元套餐
706,0D9CD2D96B5A30D39B4C288FA2F360E1,男,26.0,天津,公众客户,15,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1951.269224,33.926781,90.9,10.3,10.2,0.1,0.0,0.6,否,校园专属-小区基本套餐,校园专属-沃派80元套餐（校园）
707,14263BE1EFDDFC343665489A2FF5400D,男,22.0,天津,公众客户,12,频繁换机型,小米,4G,ANDROID 4.4.4,2.0,社会渠道,4251.304264,0.0,104.25,80.4,60.3,5.1,5.1,17.85,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
708,144F598FBBFE8140D4CA6B1C7A45E7A7,男,18.0,天津,公众客户,1,频繁换机型,苹果,4G,IOS 6.0,2.0,社会渠道,1071.71992,1049.76109,73.8,69.9,67.8,0.3,0.3,3.9,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
709,15DB919857358A577CB18345AF50793B,女,21.0,北京,公众客户,49,频繁换机型,苹果,3G,IOS 7.0,2.0,社会渠道,546.331635,32.526718,65.4,9.5,8.8,0.7,0.7,9.9,否,国内流量套餐,30元500MB国内流量套餐
710,15F104BDEB8A704BD1823F433B59B66D,男,24.0,天津,公众客户,10,频繁换机型,微兴,2G,ANDROID 4.3,2.0,社会渠道,1050.997704,0.0,146.35,90.6,90.6,0.1,0.0,15.75,否,本地套餐,4G本地套餐-40元套餐（京津）
711,1678A93F64ED35B4ECFE1760440CA7ED,女,32.0,天津,公众客户,29,频繁换机型,魅族,4G,ANDROID 4.4.2,1.0,自有渠道,130.415956,0.0,64.2,30.0,2.8,15.2,0.0,20.2,否,国内流量套餐,10元100MB国内流量套餐
712,16E4DAB3FAB6AFADB94B37FC974CDE93,女,20.0,邢台,公众客户,21,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,768.509021,0.0,38.35,5.1,4.5,0.6,0.6,17.25,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
713,16F54FBE01C79A340D8BF0AED019F8B6,女,54.0,天津,公众客户,67,频繁换机型,TCL,4G,ANDROID 5.1.0,1.0,自有渠道,674.181309,100.754164,86.1,46.5,43.5,3.0,0.0,3.6,否,本地套餐,4G本地套餐-26元套餐
714,4C8830F691B196733CF03B43C0480F45,男,39.0,石家庄,公众客户,33,频繁换机型,三星,4G,ANDROID 4.4.4,2.0,社会渠道,805.446929,18.220923,62.5,18.5,19.2,0.6,0.0,8.0,否,本地套餐,4G本地套餐-36元套餐
715,4CA66D36131FA90C8F1A15208DDE3013,男,29.0,邯郸,公众客户,34,频繁换机型,魅族,4G,ANDROID 5.1.0,1.0,自有渠道,1151.22043,1067.556482,90.98,55.9,55.2,1.3,1.3,1.95,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
716,4CFD5DD4F87BA47AD7CF8E780DD6F22D,女,30.0,保定,公众客户,3,频繁换机型,维沃,4G,ANDROID,1.0,自有渠道,32.088635,13.509091,79.8,21.0,4.2,4.1,1.8,42.8,否,本地套餐,4G本地套餐-16元套餐
717,4D3C9B85299FC1EA12E79563761B096B,男,45.0,天津,公众客户,118,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,4509.496781,0.0,344.83,70.8,67.8,3.0,0.0,149.7,否,本地套餐,4G本地套餐-70元套餐
718,4E8EF1492F3CA4027E8B2002A78979A2,女,32.0,保定,公众客户,21,频繁换机型,苹果,4G,IOS 7.0,1.0,自有渠道,6347.969827,200.287615,156.5,19.2,7.2,2.0,2.0,9.3,否,国内流量套餐,120元3GB国内流量套餐
719,4E9541ED1BCFDC26F73EB8DD4FC0EF50,女,34.0,北京,公众客户,70,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1172.963061,43.188289,199.28,11.44,8.4,3.04,0.0,18.84,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
720,4F74ADADDDF5E7F340590612F4EC4E13,女,47.0,天津,公众客户,46,频繁换机型,三星,2G,ANDROID 4.1.2,2.0,社会渠道,0.093652,0.0,26.8,3.3,0.3,3.0,0.0,13.5,否,4G本地迁转套餐,4G本地迁转套餐-10元套餐（津）
721,4FAD8BA9F1052F9F06237EC5D4734146,男,35.0,北京,公众客户,3,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,4375.019507,444.063791,528.58,60.0,60.0,7.0,0.0,273.56,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
722,50122FE46B7C83FA781E97C6DBBD6A83,女,46.0,石家庄,公众客户,1,频繁换机型,金立,2G,ANDROID,2.0,社会渠道,35.231476,30.550277,53.4,10.0,9.0,0.1,0.1,17.4,否,本地套餐,4G本地套餐-26元套餐
723,50E52230567E87F9D9375BBE947CB042,男,27.0,北京,公众客户,52,频繁换机型,小米,4G,ANDROID 5.1.1,2.0,社会渠道,187.319291,160.230815,27.8,1.0,0.8,0.2,0.2,12.8,否,国内流量套餐,10元100MB国内流量套餐
724,515A6592BB4E158A61C0C6CEB4A286A0,女,27.0,石家庄,公众客户,22,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2184.847146,0.0,108.8,4.3,3.4,0.9,0.9,16.5,否,国内流量套餐,90元2GB国内流量套餐
725,51D4995895169970301904C93E80F5D8,女,26.0,天津,公众客户,25,频繁换机型,苹果,4G,IOS 7.0,2.0,社会渠道,2590.372332,272.505333,222.44,83.2,81.9,1.56,0.0,69.24,否,本地套餐,4G本地套餐-70元套餐
726,522F5D76CB9664A0279EFBB9BCE0643B,女,38.0,天津,公众客户,59,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,105.767,0.0,16.3,1.3,1.2,0.1,0.0,1.0,否,国内流量套餐,10元100MB国内流量套餐
727,526917DA9355B6F23868C5AB4E76ED8C,女,22.0,天津,公众客户,33,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,465.660186,14.087095,57.25,8.1,5.1,3.0,0.0,3.15,是,省内流量套餐,20元450MB省内流量套餐
728,52B32C9F86260A31804028F85844DAC8,女,30.0,廊坊,公众客户,4,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,177.372224,0.0,47.85,23.9,10.5,13.4,13.4,7.95,否,本地套餐,4G本地套餐-16元套餐
729,53EBA96338EB7317C0C0A3304973A1EE,女,30.0,北京,公众客户,53,频繁换机型,苹果,4G,IOS 9.3,1.0,自有渠道,1720.805305,560.890631,160.46,6.78,1.5,5.18,0.1,7.68,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
730,54127B232014A49002F22D33D53B90DF,男,46.0,天津,公众客户,59,频繁换机型,三星,4G,ANDROID 5.0,2.0,社会渠道,151.525982,0.0,43.8,4.2,0.3,3.0,0.9,21.6,否,省内流量套餐,10元150MB省内流量套餐
731,132E0049A9F3057BE9A40791F58BA44C,男,18.0,北京,公众客户,36,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,495.594082,495.594082,205.25,25.5,0.2,20.0,0.3,93.75,否,国内流量套餐,30元500MB国内流量套餐
732,13F9C33867D96F5A313AE90B86CE6443,男,28.0,天津,公众客户,31,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1269.881726,51.018248,115.55,55.6,15.6,10.0,0.0,19.95,否,本地套餐,4G本地套餐-40元套餐（京津）
733,14FC29273B153CD44E9DCFA8E902E918,女,32.0,邯郸,公众客户,17,频繁换机型,小米,2G,ANDROID 4.2.2,2.0,社会渠道,70.191367,9.873133,39.1,11.2,3.0,0.2,0.2,1.9,否,本地套餐,4G本地套餐-26元套餐
734,174A2275DD604B9F5E45BDEE0A21A84E,男,31.0,北京,公众客户,50,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1823.686554,1823.686554,242.35,70.0,60.0,10.0,0.0,61.35,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
735,1B362A7AEF7EB48B0CDED1C02B6F7DF2,男,55.0,天津,公众客户,10,频繁换机型,三星,4G,ANDROID 6.0,1.0,自有渠道,1091.624663,0.0,66.67,27.1,21.0,0.1,0.0,0.1,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
736,1B4AB12BF442C338DCAFD3213AB63705,男,23.0,天津,公众客户,1,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,508.342083,0.0,31.45,3.4,2.7,0.7,0.7,28.05,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
737,1B7247EFA7D8E49365CC9DEBAE3A704D,女,32.0,张家口,公众客户,43,频繁换机型,苹果,3G,IOS 7.0,2.0,社会渠道,829.942744,5.653335,67.7,23.9,20.4,3.5,3.5,7.8,否,本地套餐,4G本地套餐-36元套餐
738,1B91ED189B20461D09A4BAB26220F3FD,女,22.0,天津,公众客户,21,频繁换机型,欧珀,2G,ANDROID 5.0.2,1.0,自有渠道,494.366688,0.0,34.2,7.8,4.8,3.0,0.0,0.4,否,本地套餐,4G本地套餐-26元套餐
739,1D90A5D7D0300C8A4E95D3AC383B04DF,男,29.0,北京,公众客户,8,频繁换机型,维沃,4G,ANDROID,1.0,自有渠道,2241.395918,2241.395918,92.3,61.0,60.0,1.0,1.0,21.3,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
740,1DF734050CD53C39CB9664AC89802A2F,男,47.0,保定,公众客户,133,频繁换机型,维沃,4G,ANDROID,1.0,自有渠道,1076.605958,81.280466,168.45,9.4,4.8,3.0,4.6,123.05,否,校园专属-非小区B套餐,校园专属-沃派36元B套餐
741,1E4051357284FD00FBDE2718BDACAE00,男,37.0,北京,公众客户,64,频繁换机型,华为,4G,ANDROID 4.4.2,2.0,社会渠道,449.457028,0.001036,89.46,1.74,5.6,1.04,0.1,6.72,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
742,1E8A3AC17206C08DCD125E816397772C,女,25.0,北京,公众客户,19,频繁换机型,苹果,4G,IOS,2.0,社会渠道,757.037093,0.0,65.24,8.36,8.1,0.26,0.0,8.88,否,省内流量套餐,10元150MB省内流量套餐
743,1EF380DA246110EB13A6AE79D6B2EA95,女,55.0,天津,公众客户,76,频繁换机型,魅族,4G,ANDROID 4.4.4,1.0,自有渠道,292.780759,9.164842,85.75,0.0,3.0,0.1,0.0,52.65,是,本地套餐,4G本地套餐-40元套餐（京津）
744,209BCDF09661E49696FFB075538446D6,女,29.0,北京,公众客户,3,频繁换机型,欧珀,2G,ANDROID 4.2.2,1.0,自有渠道,25.673919,12.312894,78.6,6.0,3.9,2.1,2.1,32.6,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
745,21B8D1E8644810DE4579932887CA093D,男,26.0,北京,公众客户,10,频繁换机型,三星,3G,ANDROID,1.0,自有渠道,38.383409,0.0,15.6,3.5,3.0,0.5,0.5,2.1,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
746,2248D614915681AA57266BD8A34BDCAF,男,22.0,北京,公众客户,1,频繁换机型,欧珀,4G,ANDROID,1.0,自有渠道,0.012807,0.0,5.8,0.4,0.3,0.1,0.1,5.4,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
747,22853BFF0EB5632D17F0CD68AC7D45FD,男,34.0,沧州,公众客户,2,偶尔换机型,欧珀,2G,ANDROID,1.0,自有渠道,0.22369,0.0,8.33,0.16,0.1,0.1,0.08,8.17,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
748,22C117DE0D6AE6A124AC0DC87C4665DE,男,34.0,廊坊,公众客户,5,频繁换机型,小米,2G,ANDROID 4.4.4,1.0,自有渠道,306.433962,59.452935,114.55,18.1,18.0,0.1,0.1,70.45,否,本地套餐,4G本地套餐-26元套餐
749,22FE765B7FC8228F888CE09C7D22D1D3,男,23.0,北京,公众客户,1,频繁换机型,中兴,2G,ANDROID 5.1,1.0,自有渠道,20.681832,0.0,54.8,9.5,6.3,3.2,3.2,45.3,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
750,23F2DA45065671B9469CEF4DB1D057EC,男,37.0,天津,公众客户,49,频繁换机型,华为,4G,ANDROID 4.4.2,2.0,社会渠道,1281.593508,0.0,61.05,5.3,0.3,5.0,0.0,2.25,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
751,24B2BA9816CE9A28CD6F8ECD87A02779,男,51.0,天津,公众客户,41,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,1680.854417,1321.44915,250.46,2.86,85.0,2.86,0.0,62.4,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
752,24D10D441BC3FC91AB639D6F2B6316C4,男,19.0,天津,公众客户,15,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,637.760408,637.760408,49.3,3.3,3.2,0.1,0.0,6.0,否,国内流量套餐,30元500MB国内流量套餐
753,257C313285721D0EDEA58344F7364D4C,男,19.0,天津,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,1761.651751,94.54713,70.23,53.8,45.6,8.2,8.2,4.65,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
755,15DD9CC1B8A92163950B04279F38A938,男,35.0,北京,公众客户,9,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,5431.48362,5431.48362,65.75,48.4,19.8,1.2,1.2,7.35,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
756,171E16BBF0AC3D3647576124C6D73F1A,女,25.0,石家庄,公众客户,2,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2423.929155,3.060212,597.2,444.8,430.5,3.8,4.7,76.4,否,4G本地语音套餐,4G本地语音套餐-36元套餐（冀）
757,1736EC3ADC9BAF3188EE9C70115F6EC2,男,25.0,天津,公众客户,16,频繁换机型,苹果,4G,IOS 8.0,2.0,社会渠道,2084.792846,0.0,143.95,70.9,63.3,0.4,0.0,11.1,是,本地套餐,4G本地套餐-40元套餐（京津）
758,1754E46ACAA1346321F0A61795F9B8ED,女,29.0,北京,公众客户,9,频繁换机型,苹果,4G,IOS 8.0,1.0,自有渠道,2175.017636,313.917411,328.3,315.3,313.5,0.8,1.8,1.0,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
759,17A79A5F6334C4F06E9E4B290B496370,女,65.0,北京,公众客户,45,频繁换机型,索尼,3G,ANDROID,2.0,社会渠道,441.958565,362.436864,121.98,103.73,108.9,0.3,0.28,4.95,否,省内流量套餐,10元150MB省内流量套餐
760,183F042D59F532560A1DF70B2015B7AB,男,29.0,石家庄,公众客户,26,频繁换机型,华为,4G,ANDROID,2.0,社会渠道,161.880996,0.0,45.75,5.5,4.8,0.7,0.7,14.25,否,4G本地语音套餐,4G本地语音套餐-26元套餐（冀）
761,18B0B4272D9A66BF9CAE68A42E106CD0,男,26.0,天津,公众客户,40,频繁换机型,华为,4G,ANDROID 4.4.2,2.0,社会渠道,2341.050873,443.471319,118.99,4.9,3.9,1.0,0.0,13.0,是,省内流量套餐,60元1.5GB省内流量套餐
762,1955E5ED85CFB94221EFE74E65E596F1,男,25.0,天津,公众客户,3,频繁换机型,小米,4G,ANDROID 5.1.1,2.0,社会渠道,875.998351,0.0,277.9,39.3,39.3,7.6,0.0,198.6,否,本地套餐,4G本地套餐-40元套餐（京津）
763,1A4DEBA7CC5C6E839FA52AFCC3C4D235,男,19.0,天津,公众客户,7,频繁换机型,小米,4G,ANDROID 5.1.1,2.0,社会渠道,926.004127,0.0,86.35,21.0,14.1,0.4,0.0,25.35,否,本地套餐,4G本地套餐-40元套餐（京津）
764,1AA929CE2E0A8A638F2EF371A44434CC,女,30.0,天津,公众客户,1,频繁换机型,欧珀,3G,ANDROID 4.0.4,2.0,社会渠道,560.630534,0.0,21.65,20.6,20.4,0.2,0.1,1.05,否,本地套餐,4G本地套餐-40元套餐（天津）
765,1AAC39BE4C3CBB8142E033186FBAD0CC,男,29.0,北京,公众客户,79,频繁换机型,苹果,4G,IOS 9.0,1.0,自有渠道,3060.846698,1635.794916,166.67,1.36,0.6,0.76,0.0,21.51,否,国内流量套餐,60元1GB国内流量套餐
766,1ACD305D8F552F64141AF1E8798C3A1E,女,53.0,天津,公众客户,66,频繁换机型,小米,4G,ANDROID 5.0.2,1.0,自有渠道,5082.570876,83.14648,103.98,29.1,26.1,3.0,0.0,1.95,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
768,1BD5E224FE351F3861CEAF53D82175E8,男,18.0,天津,公众客户,1,频繁换机型,维沃,4G,ANDROID,2.0,社会渠道,270.642544,270.642544,180.4,62.2,60.0,0.1,0.1,118.2,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
769,1BEA059FB82A785BC805389F8595D2CB,男,28.0,北京,公众客户,1,频繁换机型,小米,4G,ANDROID,2.0,社会渠道,969.872092,19.346972,43.6,6.1,6.0,0.1,0.1,1.5,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
770,1C0859B08A73AA44861E96A12F53FD02,男,30.0,邯郸,公众客户,4,频繁换机型,华为,4G,ANDROID 5.0,2.0,社会渠道,111.522029,0.0,20.75,3.1,3.0,0.1,0.1,1.65,否,校园专属-非小区B套餐,校园专属-沃派16元B套餐
771,1DF835198D36491455232E50E7CD7570,女,37.0,沧州,公众客户,38,频繁换机型,小米,2G,ANDROID 4.4.4,2.0,社会渠道,1.603944,0.0,23.8,0.9,0.6,0.3,0.3,12.9,否,4G本地语音套餐,4G本地语音套餐-10元套餐
772,1F053E9716855C8FF697C9EDB40E715D,男,38.0,承德,公众客户,2,频繁换机型,奥珀,2G,ANDROID 5.1.1,2.0,社会渠道,195.282968,52.721751,58.3,17.7,15.9,0.3,1.8,4.6,否,本地套餐,4G本地套餐-36元套餐
773,1F69AECB047B65DFD1BAA3B57190821B,女,18.0,秦皇岛,公众客户,9,频繁换机型,苹果,4G,IOS 9.0,2.0,社会渠道,952.745769,0.0,17.3,1.1,0.9,0.2,0.2,0.2,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
774,1FD08BD064A64AD22301ADC458886A25,男,34.0,天津,公众客户,53,频繁换机型,维沃,4G,ANDROID,1.0,自有渠道,523.346556,0.0,52.4,4.2,14.1,0.1,0.0,22.2,是,本地套餐,4G本地套餐-26元套餐
776,21DB91F7676FFCE0A57B16E738B4DF63,女,44.0,天津,公众客户,15,频繁换机型,欧珀,3G,ANDROID,2.0,社会渠道,504.114331,298.038315,257.9,171.7,89.7,5.0,0.0,60.2,否,本地套餐,4G本地套餐-26元套餐
777,227CEB18E503221B294CD41CE739649F,女,27.0,北京,公众客户,2,频繁换机型,魅族,2G,ANDROID 5.0.1,1.0,自有渠道,224.759029,27.575039,30.9,11.5,11.0,0.5,0.5,11.4,否,国内流量套餐,10元100MB国内流量套餐
778,563624FB905599A33D6EDBE6161829EC,男,41.0,秦皇岛,公众客户,167,频繁换机型,长虹,2G,ANDROID,2.0,社会渠道,2.169754,0.0,23.15,0.0,0.9,0.1,0.0,3.15,否,4G本地语音套餐,4G本地语音套餐-20元套餐
779,564049D79990EDBF6BFA97FA94C7DB24,男,17.0,邯郸,公众客户,1,频繁换机型,小米,4G,ANDROID 5.0.2,2.0,社会渠道,424.763014,0.0,50.6,14.6,14.4,0.2,0.2,18.0,否,本地套餐,4G本地套餐-36元套餐
780,56445067207062C89070FD8C000C7F08,男,51.0,沧州,公众客户,42,频繁换机型,苹果,3G,IOS,1.0,自有渠道,782.091747,0.0,83.3,5.45,10.5,0.5,0.0,41.85,否,本地套餐,4G本地套餐-36元套餐
